status,"convert(date,date)",sum(amount),count(trans_id),"count(distinct client_id)"
B,1998-08-04,21167,3,3
B,1998-08-05,56868,3,3
B,1998-08-06,35421,6,6
B,1998-08-07,50331,2,2
B,1998-08-08,62280,4,3
B,1998-08-09,9732,2,2
B,1998-08-10,53304,4,4
B,1998-08-11,118998,5,4
B,1998-08-12,39945,7,5
B,1998-08-13,27382,5,4
B,1998-08-14,11526,2,2
B,1998-08-15,67614,3,3
B,1998-08-16,34218,4,3
B,1998-08-17,70589,4,4
B,1998-08-18,35099,4,4
B,1998-08-19,35600,2,2
B,1998-08-20,105163,5,4
B,1998-08-23,87600,3,3
B,1998-08-24,71680,4,4
B,1998-08-25,26886,2,2
B,1998-08-26,1600,1,1
B,1998-08-27,9020,2,2
B,1998-08-28,112922,5,3
B,1998-08-29,96834,5,5
B,1998-08-30,22189,2,2
B,1998-08-31,40388.600034832954,80,31
B,1998-09-01,52618,5,5
B,1998-09-02,80355,7,7
B,1998-09-03,10100,2,2
B,1998-09-04,2200,1,1
B,1998-09-05,61080,6,5
B,1998-09-06,71692,6,6
B,1998-09-07,66570,7,7
B,1998-09-08,18385,3,3
B,1998-09-09,132,1,1
B,1998-09-10,10280,2,2
B,1998-09-11,43800,3,3
B,1998-09-12,88348.7998046875,9,8
B,1998-09-13,36352,6,6
B,1998-09-14,97718,4,4
B,1998-09-15,1800,1,1
B,1998-09-16,33857,4,4
B,1998-09-17,2700,1,1
B,1998-09-18,34900,5,5
B,1998-09-19,100513,3,3
B,1998-09-20,52659,3,3
B,1998-09-21,8146,2,2
B,1998-09-22,67300,3,3
B,1998-09-23,54400,2,2
B,1998-09-24,9253,2,2
B,1998-09-25,8300,1,1
B,1998-09-26,19500,2,2
B,1998-09-27,36402,3,3
B,1998-09-28,65099,2,2
B,1998-09-29,167395,7,5
B,1998-09-30,77648.30000424385,84,31
B,1998-10-01,53041,5,5
B,1998-10-02,47777,5,4
B,1998-10-03,63981,4,4
B,1998-10-04,2760,1,1
B,1998-10-05,50236,6,6
B,1998-10-06,31165,5,5
B,1998-10-07,148635,7,6
B,1998-10-08,47662,4,3
B,1998-10-09,54493,3,3
B,1998-10-10,54595,7,7
B,1998-10-11,15186,4,4
B,1998-10-12,53264,7,7
B,1998-10-13,29164,5,5
B,1998-10-14,54826,4,4
B,1998-10-15,51900,4,4
B,1998-10-16,35206,2,2
B,1998-10-17,2384,1,1
B,1998-10-18,62800,6,6
B,1998-10-19,5200,1,1
B,1998-10-20,63503,2,1
B,1998-10-21,21776,3,3
B,1998-10-22,10500,1,1
B,1998-10-23,73600,3,3
B,1998-10-24,12600,1,1
B,1998-10-25,37410,2,2
B,1998-10-26,21519,3,3
B,1998-10-27,60782,5,4
B,1998-10-28,21854,4,4
B,1998-10-29,39424,4,4
B,1998-10-30,23592,1,1
B,1998-10-31,94207.00001299381,80,31
B,1998-11-01,38141,6,6
B,1998-11-02,95156,4,4
B,1998-11-03,110241,3,3
B,1998-11-05,53531,5,5
B,1998-11-06,23145,4,4
B,1998-11-07,40487,6,5
B,1998-11-08,87480,6,5
B,1998-11-09,49893,2,2
B,1998-11-10,96513,6,6
B,1998-11-11,152243,8,5
B,1998-11-12,26929,7,6
B,1998-11-13,58500,3,3
B,1998-11-14,12620,2,2
B,1998-11-15,84702,4,3
B,1998-11-16,10033,2,1
B,1998-11-17,108038,6,6
B,1998-11-18,62968,4,3
B,1998-11-19,105878,4,2
B,1998-11-20,3000,1,1
B,1998-11-21,109616,5,5
B,1998-11-22,54167,3,3
B,1998-11-23,89724,5,3
B,1998-11-24,1900,1,1
B,1998-11-25,56445,3,2
B,1998-11-26,12300,2,2
B,1998-11-27,13400,2,2
B,1998-11-28,44326,3,3
B,1998-11-30,121758.299954772,89,31
B,1998-12-01,170152,10,9
B,1998-12-02,17469,2,2
B,1998-12-03,13500,2,2
B,1998-12-04,1800,1,1
B,1998-12-05,85979,8,8
B,1998-12-06,29908,4,4
B,1998-12-07,50813,6,6
B,1998-12-08,64724,4,3
B,1998-12-09,143962,6,4
B,1998-12-10,158972,7,6
B,1998-12-11,129835,8,7
B,1998-12-12,49605,7,6
B,1998-12-13,80790,5,5
B,1998-12-14,65868,5,4
B,1998-12-15,29762,2,2
B,1998-12-16,7887,2,2
B,1998-12-17,89343,10,9
B,1998-12-18,38260,2,2
B,1998-12-19,9400,3,2
B,1998-12-20,26930,1,1
B,1998-12-21,39800,4,4
B,1998-12-22,28541,3,2
B,1998-12-23,30375,2,2
B,1998-12-24,119159,5,4
B,1998-12-25,97575,5,4
B,1998-12-26,27026,5,5
B,1998-12-27,26811,1,1
B,1998-12-28,20843,3,3
B,1998-12-30,80090,4,4
B,1998-12-31,4939.900030612946,47,29
C,1993-03-30,300,1,1
C,1993-04-12,800,1,1
C,1993-04-14,10562,1,1
C,1993-04-29,11200,2,2
C,1993-04-30,52,2,1
C,1993-05-01,5366,1,1
C,1993-05-06,1100,1,1
C,1993-05-10,800,1,1
C,1993-05-12,7500,1,1
C,1993-05-13,41950,2,2
C,1993-05-14,10562,1,1
C,1993-05-18,11385,1,1
C,1993-05-21,500,1,1
C,1993-05-22,24537,1,1
C,1993-05-27,41610,1,1
C,1993-05-29,9700,2,2
C,1993-05-31,359.1000061035156,5,4
C,1993-06-01,10937,1,1
C,1993-06-04,46304,1,1
C,1993-06-09,42600,1,1
C,1993-06-11,22604,2,2
C,1993-06-12,28472,1,1
C,1993-06-13,24845,1,1
C,1993-06-16,800,1,1
C,1993-06-18,1100,1,1
C,1993-06-19,40170,1,1
C,1993-06-20,20769,2,2
C,1993-06-25,97580,2,1
C,1993-06-27,22800,1,1
C,1993-06-28,31500,2,2
C,1993-06-30,1142.2999830245972,9,7
C,1993-07-03,28775,2,2
C,1993-07-07,18942,1,1
C,1993-07-09,33500,1,1
C,1993-07-11,14400,2,2
C,1993-07-13,16919,1,1
C,1993-07-16,2000,1,1
C,1993-07-17,26271,1,1
C,1993-07-18,18000,1,1
C,1993-07-20,5500,1,1
C,1993-07-26,20042,2,2
C,1993-07-27,1500,1,1
C,1993-07-28,39533,3,3
C,1993-07-30,6664,1,1
C,1993-07-31,4834.100008010864,12,8
C,1993-08-01,26934,2,2
C,1993-08-03,3000,1,1
C,1993-08-04,37677,2,2
C,1993-08-07,58804,2,2
C,1993-08-08,15000,1,1
C,1993-08-11,41752,3,3
C,1993-08-12,29414,1,1
C,1993-08-15,6800,1,1
C,1993-08-17,28800,1,1
C,1993-08-18,23156,1,1
C,1993-08-19,10900,1,1
C,1993-08-20,6965,1,1
C,1993-08-21,900,1,1
C,1993-08-23,13200,1,1
C,1993-08-24,52452,2,1
C,1993-08-25,6100,1,1
C,1993-08-26,7300,2,2
C,1993-08-27,23200,2,2
C,1993-08-29,91884,2,1
C,1993-08-31,8398.599988937378,18,11
C,1993-09-02,26497,1,1
C,1993-09-03,33200,1,1
C,1993-09-07,52162,2,2
C,1993-09-08,34968,1,1
C,1993-09-09,11100,1,1
C,1993-09-11,30809,2,2
C,1993-09-12,10134,2,2
C,1993-09-13,22584,2,2
C,1993-09-14,10562,1,1
C,1993-09-15,41205,1,1
C,1993-09-16,5700,1,1
C,1993-09-18,57694,2,2
C,1993-09-19,3400,1,1
C,1993-09-20,6300,2,2
C,1993-09-21,700,1,1
C,1993-09-22,300,1,1
C,1993-09-24,31000,2,2
C,1993-09-25,5000,1,1
C,1993-09-26,47100,2,2
C,1993-09-27,4900,1,1
C,1993-09-28,5468,1,1
C,1993-09-30,2454.8999977111816,20,12
C,1993-10-01,1800,1,1
C,1993-10-03,32900,1,1
C,1993-10-05,7366,1,1
C,1993-10-06,63950,4,2
C,1993-10-07,42100,3,2
C,1993-10-09,41958,4,3
C,1993-10-10,2100,1,1
C,1993-10-11,37409,3,2
C,1993-10-12,56066,3,2
C,1993-10-13,36475,3,3
C,1993-10-14,45428,5,5
C,1993-10-16,17400,1,1
C,1993-10-18,17341,2,2
C,1993-10-20,16000,3,3
C,1993-10-21,5800,1,1
C,1993-10-22,1600,1,1
C,1993-10-24,32900,1,1
C,1993-10-25,13500,2,2
C,1993-10-26,33000,2,2
C,1993-10-30,6400,1,1
C,1993-10-31,2572.399995803833,24,16
C,1993-11-01,28105,2,2
C,1993-11-02,70519,2,2
C,1993-11-04,18307,2,2
C,1993-11-05,25586,3,3
C,1993-11-06,96711,5,3
C,1993-11-07,83729,5,4
C,1993-11-08,10405,1,1
C,1993-11-09,5011,2,1
C,1993-11-11,30809,2,2
C,1993-11-12,8934,2,2
C,1993-11-13,91453,5,5
C,1993-11-14,34507,2,2
C,1993-11-15,42977,2,2
C,1993-11-16,36135,1,1
C,1993-11-17,3800,1,1
C,1993-11-18,16208,1,1
C,1993-11-19,23100,3,3
C,1993-11-20,2400,2,2
C,1993-11-21,16259,2,2
C,1993-11-22,9600,1,1
C,1993-11-23,46900,3,3
C,1993-11-24,15300,2,2
C,1993-11-25,32200,2,2
C,1993-11-26,5800,2,2
C,1993-11-28,7985,1,1
C,1993-11-29,7600,1,1
C,1993-11-30,68775.9999923706,31,19
C,1993-12-01,600,1,1
C,1993-12-02,5200,1,1
C,1993-12-03,16500,3,3
C,1993-12-04,20691,2,2
C,1993-12-05,18049,3,3
C,1993-12-06,72298,5,5
C,1993-12-07,114617,5,4
C,1993-12-08,1400,1,1
C,1993-12-09,8400,1,1
C,1993-12-10,21112,1,1
C,1993-12-11,27210,2,2
C,1993-12-12,57875.5,5,5
C,1993-12-13,46854,2,2
C,1993-12-14,60515,3,3
C,1993-12-15,5100,2,2
C,1993-12-17,36423,3,3
C,1993-12-18,4640,1,1
C,1993-12-19,37200,4,4
C,1993-12-20,11700,2,2
C,1993-12-21,50948,3,3
C,1993-12-22,12609,1,1
C,1993-12-23,21400,1,1
C,1993-12-24,45876,3,3
C,1993-12-25,23200,2,2
C,1993-12-26,7200,1,1
C,1993-12-27,30025,1,1
C,1993-12-28,6300,1,1
C,1993-12-29,9800,1,1
C,1993-12-31,6858.099994659424,36,22
C,1994-01-01,37580,5,3
C,1994-01-02,35800,4,4
C,1994-01-03,4793,3,3
C,1994-01-04,19232,2,2
C,1994-01-05,15080,3,2
C,1994-01-06,52580,6,6
C,1994-01-07,52329,5,4
C,1994-01-08,16743,2,2
C,1994-01-09,2196,2,1
C,1994-01-10,8742,1,1
C,1994-01-11,37889,6,5
C,1994-01-12,71939,7,6
C,1994-01-13,75922,7,4
C,1994-01-14,39474,6,5
C,1994-01-15,20904,2,2
C,1994-01-16,8400,2,2
C,1994-01-17,39676,2,2
C,1994-01-18,47543,5,5
C,1994-01-19,30450,4,4
C,1994-01-20,30880,4,4
C,1994-01-21,2800,1,1
C,1994-01-22,34300,3,3
C,1994-01-23,22700,3,2
C,1994-01-24,9500,3,3
C,1994-01-25,59588,3,3
C,1994-01-26,26800,2,2
C,1994-01-27,16207,2,2
C,1994-01-28,20724,2,2
C,1994-01-29,3000,1,1
C,1994-01-30,7800,1,1
C,1994-01-31,150426.99999427795,40,22
C,1994-02-01,20700,1,1
C,1994-02-03,21667,2,2
C,1994-02-04,38100,1,1
C,1994-02-05,12466,3,3
C,1994-02-06,48714,5,5
C,1994-02-07,28502,3,3
C,1994-02-08,10405,1,1
C,1994-02-09,1996,2,2
C,1994-02-10,77857,5,5
C,1994-02-11,32759,3,3
C,1994-02-12,73410.5,6,5
C,1994-02-13,65786,6,6
C,1994-02-14,26788,2,2
C,1994-02-15,1400,1,1
C,1994-02-16,10900,3,2
C,1994-02-17,41600,5,5
C,1994-02-18,12100,3,3
C,1994-02-19,39147,2,2
C,1994-02-20,6000,1,1
C,1994-02-21,72300,2,2
C,1994-02-22,64106,4,3
C,1994-02-23,23500,2,2
C,1994-02-24,23140,3,3
C,1994-02-25,100879,3,2
C,1994-02-27,2700,3,3
C,1994-02-28,4100.400020599365,44,25
C,1994-03-01,16260,2,2
C,1994-03-02,41119,3,3
C,1994-03-03,63635,4,4
C,1994-03-04,1000,1,1
C,1994-03-05,7366,1,1
C,1994-03-06,81514,5,5
C,1994-03-07,100459,7,6
C,1994-03-08,4500,2,2
C,1994-03-09,8022,2,2
C,1994-03-10,55494,5,5
C,1994-03-11,27441,5,4
C,1994-03-12,55153.5,6,6
C,1994-03-13,39326,6,6
C,1994-03-14,115363,8,8
C,1994-03-15,39462,4,4
C,1994-03-16,18900,1,1
C,1994-03-17,5000,2,2
C,1994-03-18,14893,2,2
C,1994-03-19,19300,3,3
C,1994-03-20,11200,2,2
C,1994-03-21,59954,3,2
C,1994-03-23,108052,4,4
C,1994-03-24,18000,2,2
C,1994-03-25,51100,2,2
C,1994-03-26,21600,1,1
C,1994-03-27,13522,1,1
C,1994-03-28,12500,2,2
C,1994-03-29,17540,3,3
C,1994-03-31,18721.100038528442,48,25
C,1994-04-01,31596,3,3
C,1994-04-02,34800,2,2
C,1994-04-03,3600,1,1
C,1994-04-04,14161,3,3
C,1994-04-05,34759,4,4
C,1994-04-06,50712,5,5
C,1994-04-07,90207,7,6
C,1994-04-08,10405,1,1
C,1994-04-09,2607,2,2
C,1994-04-10,58939,4,4
C,1994-04-11,47767,8,7
C,1994-04-12,45862.800048828125,6,6
C,1994-04-13,76922,8,8
C,1994-04-14,88176,7,6
C,1994-04-15,58884,3,3
C,1994-04-16,9200,3,3
C,1994-04-17,14373,2,2
C,1994-04-18,61443,5,5
C,1994-04-19,14580,3,3
C,1994-04-20,1800,1,1
C,1994-04-22,36500,2,2
C,1994-04-23,3900,2,2
C,1994-04-24,34082,3,2
C,1994-04-25,24300,1,1
C,1994-04-26,8000,2,2
C,1994-04-27,1700,1,1
C,1994-04-28,6700,2,2
C,1994-04-29,5200,1,1
C,1994-04-30,13353.400012016296,53,27
C,1994-05-01,600,1,1
C,1994-05-02,37733,3,2
C,1994-05-03,53692,2,2
C,1994-05-04,13900,3,3
C,1994-05-05,33459,4,4
C,1994-05-06,51291,5,4
C,1994-05-07,112425,8,8
C,1994-05-08,6848,1,1
C,1994-05-09,13285,4,3
C,1994-05-10,102743,8,7
C,1994-05-11,71244,6,6
C,1994-05-12,21836.10009765625,5,5
C,1994-05-13,33166,5,4
C,1994-05-14,74740,7,7
C,1994-05-15,34200,2,2
C,1994-05-16,9964,3,3
C,1994-05-17,7000,1,1
C,1994-05-18,29200,5,5
C,1994-05-19,33408,4,4
C,1994-05-20,4400,1,1
C,1994-05-21,1100,1,1
C,1994-05-22,30900,1,1
C,1994-05-23,62271,4,4
C,1994-05-24,48800,3,3
C,1994-05-25,24720,2,2
C,1994-05-27,19429,1,1
C,1994-05-28,304048,13,7
C,1994-05-30,11700,2,2
C,1994-05-31,43342.800008773804,56,28
C,1994-06-01,39280,3,3
C,1994-06-02,6914,2,2
C,1994-06-03,67767,4,4
C,1994-06-04,32400,3,3
C,1994-06-05,94312,6,6
C,1994-06-06,38838,3,3
C,1994-06-07,121551.5,6,5
C,1994-06-08,7400,1,1
C,1994-06-09,38233,5,5
C,1994-06-10,138352,9,7
C,1994-06-11,95292,6,6
C,1994-06-12,123756.60009765625,9,7
C,1994-06-13,105060,8,8
C,1994-06-14,75935,8,8
C,1994-06-15,31200,3,3
C,1994-06-16,127658,4,3
C,1994-06-17,73165,5,5
C,1994-06-18,32900,4,4
C,1994-06-19,38100,4,4
C,1994-06-20,29598,3,3
C,1994-06-21,30890,3,3
C,1994-06-22,17100,2,2
C,1994-06-23,108893,5,4
C,1994-06-24,20900,2,2
C,1994-06-25,18400,2,2
C,1994-06-27,58722,3,2
C,1994-06-28,23468,1,1
C,1994-06-29,9580,3,3
C,1994-06-30,28310.40002632141,67,33
C,1994-07-01,5800,1,1
C,1994-07-02,30601,2,2
C,1994-07-03,4600,2,2
C,1994-07-04,10790,2,2
C,1994-07-05,43985,6,6
C,1994-07-06,51103,5,5
C,1994-07-07,100340,5,5
C,1994-07-08,35484,2,2
C,1994-07-09,20535,5,5
C,1994-07-10,62989,8,6
C,1994-07-11,39471,6,6
C,1994-07-12,65464.5,9,8
C,1994-07-13,61693,8,7
C,1994-07-14,64324,9,9
C,1994-07-15,11240,2,2
C,1994-07-16,32100,2,2
C,1994-07-17,133195,7,7
C,1994-07-18,12400,3,3
C,1994-07-19,19184,3,3
C,1994-07-20,1100,1,1
C,1994-07-21,24500,2,2
C,1994-07-22,33891,4,4
C,1994-07-23,135648,4,2
C,1994-07-24,80105,5,4
C,1994-07-25,1500,1,1
C,1994-07-26,63841,2,1
C,1994-07-27,57554,5,5
C,1994-07-28,43065,1,1
C,1994-07-29,15980,3,3
C,1994-07-30,40100,2,2
C,1994-07-31,156186.49997901917,72,35
C,1994-08-01,53079,3,3
C,1994-08-02,35378,2,2
C,1994-08-03,6500,1,1
C,1994-08-04,23900,1,1
C,1994-08-05,30180,5,4
C,1994-08-06,37722,5,5
C,1994-08-07,29214,4,4
C,1994-08-08,29605,2,2
C,1994-08-09,57822,6,6
C,1994-08-10,76205,8,7
C,1994-08-11,21895,3,3
C,1994-08-12,84435.40014648438,16,16
C,1994-08-13,54510,5,5
C,1994-08-14,51803,6,6
C,1994-08-15,38000,4,4
C,1994-08-16,52495,5,5
C,1994-08-17,25045,4,4
C,1994-08-18,49883,2,2
C,1994-08-19,64335,4,4
C,1994-08-20,29440,2,2
C,1994-08-21,48100,3,3
C,1994-08-22,69147,5,3
C,1994-08-23,73180,3,3
C,1994-08-24,3100,2,2
C,1994-08-25,1800,1,1
C,1994-08-26,6400,3,3
C,1994-08-27,106664,2,1
C,1994-08-28,6100,3,3
C,1994-08-29,39400,3,3
C,1994-08-30,60456,4,4
C,1994-08-31,7123.399995803833,70,37
C,1994-09-01,35361,3,2
C,1994-09-02,700,1,1
C,1994-09-03,30052,5,5
C,1994-09-04,137383,8,6
C,1994-09-05,124625,8,7
C,1994-09-06,35043,3,3
C,1994-09-07,96815,7,7
C,1994-09-08,3900,1,1
C,1994-09-09,23007,5,4
C,1994-09-10,106234,10,10
C,1994-09-11,143132,9,8
C,1994-09-12,62629.000244140625,13,13
C,1994-09-13,92973,6,6
C,1994-09-14,32885,5,5
C,1994-09-15,46520,7,7
C,1994-09-16,35000,5,4
C,1994-09-17,48674,3,3
C,1994-09-18,162212,6,5
C,1994-09-19,126368,6,5
C,1994-09-20,44620,5,5
C,1994-09-21,62300,3,3
C,1994-09-22,53919,3,3
C,1994-09-23,4700,1,1
C,1994-09-24,43836,2,2
C,1994-09-25,19800,3,3
C,1994-09-26,14400,1,1
C,1994-09-27,13860,3,3
C,1994-09-28,37240,3,3
C,1994-09-29,96862,6,6
C,1994-09-30,161783.0000333786,80,41
C,1994-10-01,144951,5,4
C,1994-10-02,58721,3,3
C,1994-10-03,72290,4,4
C,1994-10-04,19528,3,3
C,1994-10-05,141711,9,7
C,1994-10-06,67964,8,7
C,1994-10-07,106539,8,8
C,1994-10-08,122360,8,8
C,1994-10-09,47935,9,7
C,1994-10-10,69912,7,6
C,1994-10-11,71706,6,6
C,1994-10-12,55829.800048828125,11,10
C,1994-10-13,68483,6,6
C,1994-10-14,80827,9,9
C,1994-10-15,23120,4,4
C,1994-10-16,7885,3,2
C,1994-10-17,13800,3,3
C,1994-10-18,12100,3,3
C,1994-10-19,45255,1,1
C,1994-10-20,53876,7,6
C,1994-10-21,148231,5,3
C,1994-10-22,33397,4,4
C,1994-10-23,37185,3,3
C,1994-10-24,18547,1,1
C,1994-10-25,95833,7,6
C,1994-10-26,9845,2,2
C,1994-10-27,97130,6,4
C,1994-10-28,98736,4,4
C,1994-10-29,119324,7,5
C,1994-10-30,4100,1,1
C,1994-10-31,23957.0000371933,88,43
C,1994-11-01,87894,3,3
C,1994-11-02,140856,7,6
C,1994-11-03,93490,9,7
C,1994-11-04,91229,7,6
C,1994-11-05,45161,7,7
C,1994-11-06,17037,4,4
C,1994-11-07,200015,12,12
C,1994-11-08,58146,6,6
C,1994-11-09,9896,3,3
C,1994-11-10,121068,11,10
C,1994-11-11,56963,6,6
C,1994-11-12,78168.60009765625,10,8
C,1994-11-13,126484,9,9
C,1994-11-14,62990,11,11
C,1994-11-15,19100,5,5
C,1994-11-16,14600,3,3
C,1994-11-17,95257,4,3
C,1994-11-18,24800,2,2
C,1994-11-19,122648,8,7
C,1994-11-20,46200,2,2
C,1994-11-21,33100,6,6
C,1994-11-22,179560,7,5
C,1994-11-23,13870,2,2
C,1994-11-24,52535,5,5
C,1994-11-25,11467,1,1
C,1994-11-26,54794,4,4
C,1994-11-27,50929,4,4
C,1994-11-28,107003,8,8
C,1994-11-29,9900,1,1
C,1994-11-30,132563.8000049591,94,45
C,1994-12-01,76313,5,4
C,1994-12-02,73160,7,7
C,1994-12-03,70234,4,4
C,1994-12-04,103382,7,5
C,1994-12-05,117252,7,7
C,1994-12-06,69741,8,7
C,1994-12-07,203067.5,13,11
C,1994-12-08,26367,5,3
C,1994-12-09,94157,7,6
C,1994-12-10,186356,11,11
C,1994-12-11,221014,10,7
C,1994-12-12,51105.300048828125,11,10
C,1994-12-13,179824,12,11
C,1994-12-14,116861,10,10
C,1994-12-15,39800,4,4
C,1994-12-16,20928,4,4
C,1994-12-17,23401,6,5
C,1994-12-18,65284,5,5
C,1994-12-19,112418,8,7
C,1994-12-20,58356,6,6
C,1994-12-21,180745,9,7
C,1994-12-22,123859,5,4
C,1994-12-23,22178,5,5
C,1994-12-24,114672,8,7
C,1994-12-25,40540,4,4
C,1994-12-26,48359,3,3
C,1994-12-27,83480,7,7
C,1994-12-28,50329,5,5
C,1994-12-29,15688,1,1
C,1994-12-30,9540,3,3
C,1994-12-31,61587.30004501343,100,51
C,1995-01-01,129697,12,11
C,1995-01-02,32260,7,7
C,1995-01-03,65898,12,11
C,1995-01-04,40200,5,5
C,1995-01-05,124970,11,10
C,1995-01-06,86060,15,14
C,1995-01-07,175891,16,11
C,1995-01-08,125246,13,12
C,1995-01-09,41289,10,8
C,1995-01-10,157783,12,11
C,1995-01-11,226951,20,15
C,1995-01-12,163203.50048828125,23,21
C,1995-01-13,137653,15,13
C,1995-01-14,158362,14,13
C,1995-01-15,99327,9,7
C,1995-01-16,82567,9,8
C,1995-01-17,61476,7,7
C,1995-01-18,185718,10,8
C,1995-01-19,22000,4,4
C,1995-01-20,157052,13,10
C,1995-01-21,108134,9,8
C,1995-01-22,11740,5,5
C,1995-01-23,211407,18,12
C,1995-01-24,10260,5,5
C,1995-01-25,17870,4,4
C,1995-01-26,48156,8,7
C,1995-01-27,40229,6,6
C,1995-01-28,10640,5,4
C,1995-01-29,36906,6,5
C,1995-01-30,27820,5,4
C,1995-01-31,79215.99998474121,112,54
C,1995-02-01,10900,2,2
C,1995-02-02,49724,4,4
C,1995-02-03,36812,3,3
C,1995-02-04,24465,3,3
C,1995-02-05,156057,10,8
C,1995-02-06,36799,6,6
C,1995-02-07,221262,11,10
C,1995-02-08,74488,8,7
C,1995-02-09,31542,6,5
C,1995-02-10,97396,8,8
C,1995-02-11,123551,12,12
C,1995-02-12,140739.2001953125,19,17
C,1995-02-13,201628,15,13
C,1995-02-14,54062,7,7
C,1995-02-15,37752,5,5
C,1995-02-16,73338,5,5
C,1995-02-17,65898,7,7
C,1995-02-18,105776,6,6
C,1995-02-19,68480,6,6
C,1995-02-20,27834,8,8
C,1995-02-21,23281,2,2
C,1995-02-22,60815,4,4
C,1995-02-23,33151,1,1
C,1995-02-24,53753,4,4
C,1995-02-25,38566,3,3
C,1995-02-26,33600,4,4
C,1995-02-27,28886,1,1
C,1995-02-28,26358.90005016327,120,61
C,1995-03-01,56317,3,3
C,1995-03-02,154596,8,8
C,1995-03-03,22213,4,4
C,1995-03-04,69400,5,5
C,1995-03-05,101268,7,5
C,1995-03-06,122911,11,10
C,1995-03-07,352947,15,14
C,1995-03-08,47688,7,7
C,1995-03-09,111700,11,11
C,1995-03-10,66483,8,8
C,1995-03-11,88688,8,8
C,1995-03-12,202562.80029296875,20,16
C,1995-03-13,176925,12,11
C,1995-03-14,135918,11,11
C,1995-03-15,104779,9,9
C,1995-03-16,27280,5,5
C,1995-03-17,44476,5,5
C,1995-03-18,60500,5,5
C,1995-03-19,52020,7,7
C,1995-03-20,35507,2,2
C,1995-03-21,86151,6,6
C,1995-03-22,61340,9,8
C,1995-03-23,15800,2,2
C,1995-03-24,58975,6,6
C,1995-03-25,84689,5,5
C,1995-03-26,56311,6,5
C,1995-03-27,75330,3,3
C,1995-03-28,65305,4,4
C,1995-03-29,36661,3,3
C,1995-03-30,12622,2,2
C,1995-03-31,133888.70007705688,130,67
C,1995-04-01,76800,5,5
C,1995-04-02,65041,7,6
C,1995-04-03,58300,8,8
C,1995-04-04,42944,3,3
C,1995-04-05,86279,7,6
C,1995-04-06,126414,13,13
C,1995-04-07,197074,17,15
C,1995-04-08,104119,6,6
C,1995-04-09,173964,13,13
C,1995-04-10,169251,13,11
C,1995-04-11,115083,10,9
C,1995-04-12,131022.69995117188,18,17
C,1995-04-13,182435,18,14
C,1995-04-14,167468,13,13
C,1995-04-15,52425,4,4
C,1995-04-16,18800,3,3
C,1995-04-17,107312,6,6
C,1995-04-18,225912,11,10
C,1995-04-19,39100,4,3
C,1995-04-20,101539,7,7
C,1995-04-21,116744,6,6
C,1995-04-22,46160,3,3
C,1995-04-23,133999,7,7
C,1995-04-24,8393,1,1
C,1995-04-25,16700,4,4
C,1995-04-26,70365,6,6
C,1995-04-27,31380,4,4
C,1995-04-28,44481,4,3
C,1995-04-29,31986,2,2
C,1995-04-30,84410.09999656677,139,71
C,1995-05-01,141961,7,7
C,1995-05-02,75455,7,7
C,1995-05-03,46241,5,5
C,1995-05-04,25294,2,2
C,1995-05-05,207191,13,11
C,1995-05-06,68868,11,10
C,1995-05-07,229392,19,16
C,1995-05-08,108091,4,4
C,1995-05-09,122029,8,8
C,1995-05-10,109852,10,10
C,1995-05-11,59545,8,7
C,1995-05-12,156754.400390625,22,20
C,1995-05-13,165666,18,17
C,1995-05-14,147180,13,13
C,1995-05-15,56002,5,5
C,1995-05-16,108782,9,9
C,1995-05-17,140733,5,4
C,1995-05-18,170544,12,10
C,1995-05-19,28208,4,4
C,1995-05-20,129925,9,8
C,1995-05-21,110173,8,8
C,1995-05-22,47782,3,3
C,1995-05-23,39500,5,5
C,1995-05-24,99985,4,4
C,1995-05-25,69006,7,6
C,1995-05-26,118329,6,5
C,1995-05-27,63862,7,6
C,1995-05-28,600,1,1
C,1995-05-29,15100,2,2
C,1995-05-30,74959,3,3
C,1995-05-31,143349.4999847412,154,77
C,1995-06-01,182508,9,7
C,1995-06-02,107126,10,10
C,1995-06-03,15300,3,3
C,1995-06-04,98341,9,8
C,1995-06-05,170666,12,11
C,1995-06-06,119384,14,14
C,1995-06-07,450722,17,14
C,1995-06-08,210586,9,7
C,1995-06-09,240744,12,12
C,1995-06-10,199900,9,9
C,1995-06-11,255676,14,13
C,1995-06-12,189232.39990234375,34,30
C,1995-06-13,299287,18,16
C,1995-06-14,135378,9,9
C,1995-06-15,56297,6,5
C,1995-06-16,116479,6,6
C,1995-06-17,96810,8,8
C,1995-06-18,155261,11,10
C,1995-06-19,112714,7,7
C,1995-06-20,207195,10,8
C,1995-06-21,110102,3,3
C,1995-06-22,187796,10,10
C,1995-06-23,54860,2,2
C,1995-06-24,98577,9,7
C,1995-06-25,63596,5,5
C,1995-06-26,98910,8,7
C,1995-06-27,101482,5,5
C,1995-06-28,87380,6,6
C,1995-06-29,172614,10,10
C,1995-06-30,100563.60008788109,164,85
C,1995-07-01,56052,6,6
C,1995-07-02,97521,7,6
C,1995-07-03,78028,6,6
C,1995-07-04,67996,6,6
C,1995-07-05,188892,10,9
C,1995-07-06,154800,16,15
C,1995-07-07,171066,18,17
C,1995-07-08,373120,17,17
C,1995-07-09,58731,9,9
C,1995-07-10,187424,14,13
C,1995-07-11,195333,15,14
