account_id,loan_id,trans_id,trans_amount,balance,k_symbol,loan_amount,status,duration,payments
9472,6929,2862609,54200.0,69634.2,,36396,A,12,3033.0
3249,5638,952927,8197.0,24769.0,SIPO,68124,A,12,5677.0
9640,6960,2910440,19106.0,48565.5,,76416,A,24,3184.0
4320,5856,1263223,3000.0,98993.9,,51360,B,12,4280.0
8129,6668,2464739,20612.0,55187.1,,74736,A,36,2076.0
2361,5453,690898,6920.0,26645.6,,156672,A,36,4352.0
5442,6112,1602856,1017.0,4690.5,POJISTNE,174744,B,24,7281.0
2762,5533,810453,733.0,71590.6, ,111384,A,24,4641.0
4415,5878,1292102,397.0,47011.1, ,74040,A,12,6170.0
8625,6745,2610786,8151.0,78571.8,SIPO,47304,A,24,1971.0
3354,5657,983078,300.0,21153.3,,4980,A,12,415.0
2322,5445,680388,1612.0,82630.3, ,46320,A,24,1930.0
7485,6520,2267881,22799.0,42703.8,,91200,A,24,3800.0
7861,6600,2384159,131.0,61204.8, ,21852,A,36,607.0
67,4973,20030,445.0,26946.9, ,165960,A,24,6915.0
4937,6004,1450237,2687.0,32894.4,SIPO,143904,A,24,5996.0
9307,6895,2810225,2735.0,50406.1, ,41904,A,12,3492.0
2018,5358,592777,4673.0,16332.8,,38520,A,12,3210.0
6473,6316,1910845,46692.0,128712.0,,76908,B,12,6409.0
6473,6316,1911202,52100.0,76612.0,,76908,B,12,6409.0
5033,6019,1476536,1820.0,20205.5,SIPO,11400,A,12,950.0
9897,7008,2989252,6953.0,25537.2,POJISTNE,36168,A,12,3014.0
9833,6998,2969082,5915.0,68295.9, ,97632,A,12,8136.0
3834,5754,1122304,262.0,23182.0, ,23052,A,12,1921.0
347,5045,101964,5700.0,83766.5,,187224,B,24,7801.0
9034,6820,2730846,9115.0,39675.7,POJISTNE,38148,A,12,3179.0
9034,6820,2730558,21804.0,48790.7,,38148,A,12,3179.0
5952,6216,1754503,3684.0,92429.4,POJISTNE,141240,A,24,5885.0
173,5002,51718,1428.0,24203.2, ,104808,A,12,8734.0
97,4986,29903,17928.0,40536.8,,102876,A,12,8573.0
97,4986,29975,2411.0,38125.8, ,102876,A,12,8573.0
1888,5338,554815,3300.0,47761.1,,57360,B,12,4780.0
6040,6229,1781551,5015.0,28691.2,POJISTNE,11736,A,24,489.0
10630,7166,3202781,7303.0,29485.0,SIPO,198240,A,24,8260.0
1166,5189,343875,4397.0,46173.3,SIPO,149040,A,48,3105.0
4727,5959,1387279,1861.0,60248.9, ,107640,A,24,4485.0
4626,5932,1355367,3000.0,32675.9,,33348,A,12,2779.0
6792,6377,2005142,11793.0,46432.4,,17184,A,12,1432.0
6701,6356,1977982,55200.0,96206.7,,95400,A,36,2650.0
1329,5229,390861,1500.0,19673.6,,23520,A,12,1960.0
11013,7240,3314893,9499.0,83431.1, ,274740,A,60,4579.0
9422,6921,2847068,43095.0,87521.9,,86184,A,12,7182.0
9583,6949,2893339,16432.0,49170.0,,104712,A,24,4363.0
9513,6942,2874689,8319.0,26867.4,SIPO,18324,A,12,1527.0
5622,6150,1657426,573.0,43591.7, ,83016,A,12,6918.0
2419,5464,706231,43358.0,94335.5,,95808,A,12,7984.0
8073,6650,2448856,11567.0,21956.2, ,49320,B,12,4110.0
8039,6644,2438464,3231.0,58335.7,POJISTNE,93600,A,24,3900.0
4414,5877,1291584,4800.0,35754.3,,97224,A,24,4051.0
8625,6745,2611054,17300.0,134008.0,,47304,A,24,1971.0
8625,6745,2610643,29954.0,108526.0,,47304,A,24,1971.0
8625,6745,2610642,42782.0,151308.0,,47304,A,24,1971.0
10131,7066,3055712,1800.0,48755.7,,215388,B,36,5983.0
10068,7051,3036981,18339.0,81441.5,,77808,A,12,6484.0
2322,5445,680340,1019.0,81611.3,POJISTNE,46320,A,24,1930.0
7546,6535,2287907,3861.0,42622.5,SIPO,41952,A,12,3496.0
6400,6303,1890970,7320.0,1021.4,SIPO,72408,B,24,3017.0
5774,6185,1703104,19612.0,44502.8,,31176,A,24,1299.0
4863,5992,1427207,3300.0,54248.9,SIPO,76080,A,12,6340.0
9242,6878,2791589,7832.0,50113.9,,23184,A,12,1932.0
9265,6888,2798171,10800.0,49947.9,,39576,A,12,3298.0
9265,6888,2798307,500.0,60747.9,,39576,A,12,3298.0
9236,6876,2789256,2239.0,66763.2,SIPO,86616,A,12,7218.0
9242,6878,2791678,2400.0,47713.9,,23184,A,12,1932.0
3752,5740,1098224,3218.0,46130.2,SIPO,18564,A,12,1547.0
2018,5358,592825,3115.0,13217.8,SIPO,38520,A,12,3210.0
5270,6077,1548802,44749.0,105446.0,,79608,A,24,3317.0
9188,6863,2776077,4500.0,29984.3,,127080,A,60,2118.0
3804,5750,1113691,13817.0,47832.0,,63252,A,12,5271.0
5033,6019,1476632,2196.0,18009.5,POJISTNE,11400,A,12,950.0
9828,6996,2967396,5100.0,58819.1,,126600,A,24,5275.0
2062,5366,605738,43095.0,83963.5,,86184,A,12,7182.0
8564,6737,2592218,7170.0,53859.8,SIPO,76680,A,24,3195.0
7769,6580,2355790,23000.0,49881.3,,196080,A,48,4085.0
3064,5599,899013,1000.0,49350.3,,15420,A,12,1285.0
6273,6279,1852957,3900.0,47614.6,,87360,A,24,3640.0
7123,6456,2102747,4200.0,9366.2,,47016,A,12,3918.0
4081,5805,1192363,6700.0,12278.4,SIPO,137904,B,24,5746.0
7957,6621,2412205,3400.0,37672.7,,42900,A,12,3575.0
7523,6526,2279968,3100.0,41784.1,,288468,A,36,8013.0
6363,6297,1879513,1000.0,59012.7,,17508,A,12,1459.0
7857,6598,2383107,23100.0,42491.8,,68112,A,12,5676.0
2705,5523,794254,1400.0,38151.2,,93888,A,36,2608.0
3754,5741,1099068,5700.0,43831.0,,68544,A,24,2856.0
9104,6841,2751015,4825.0,63156.2,,172080,A,48,3585.0
3804,5750,1113527,5100.0,42732.0,,63252,A,12,5271.0
290,5032,87120,700.0,66278.6,,123696,A,48,2577.0
290,5032,86626,32792.0,66978.6,,123696,A,48,2577.0
97,4986,30083,8300.0,29825.8,,102876,A,12,8573.0
2187,5398,640620,20334.0,46660.5,,53472,A,12,4456.0
10789,7199,3249617,2800.0,37327.5,,45768,A,12,3814.0
11042,7243,3324524,14400.0,61835.7,,217152,A,36,6032.0
9472,6929,2862610,16200.0,53434.2,,36396,A,12,3033.0
2167,5390,634439,4200.0,52129.5,,170256,A,24,7094.0
10411,7130,3137211,13600.0,41813.8,,123408,A,24,5142.0
2694,5519,790187,3000.0,59989.7,,91632,A,12,7636.0
5428,6111,1599038,15757.0,46540.2,,174744,B,24,7281.0
10093,7057,3044188,19300.0,29434.5,,231696,A,36,6436.0
10068,7051,3037020,5200.0,76241.5,,77808,A,12,6484.0
7401,6499,2242835,3500.0,56229.5,,80952,A,24,3373.0
7607,6546,2305365,1300.0,51851.2,,31728,A,24,1322.0
4448,5887,1302363,22815.0,93331.0,,192744,A,36,5354.0
1993,5352,585443,3800.0,44368.4,,68400,B,12,5700.0
11265,7284,3394007,3700.0,18075.2,,52788,A,12,4399.0
8475,6721,2567413,700.0,33562.9,,21072,A,24,878.0
7607,6546,2305584,7300.0,44551.2,,31728,A,24,1322.0
3273,5643,960871,13800.0,53640.3,,94512,B,12,7876.0
3050,5595,895119,15300.0,51511.3,,82896,A,12,6908.0
6118,6244,1803972,5195.0,26317.1,,270648,B,36,7518.0
6051,6232,1784467,3900.0,11388.3,SIPO,276660,B,36,7685.0
10788,7198,3249100,2400.0,61475.0,,45768,A,12,3814.0
6738,6362,1988781,3600.0,30752.5,,37908,A,12,3159.0
4361,5868,1275172,13180.0,52285.7,,90156,A,12,7513.0
1012,5161,296823,8066.0,60633.2,,98184,A,24,4091.0
8051,6647,2442752,20200.0,35075.7,,208320,A,48,4340.0
8027,6642,2434978,31100.0,67514.2,,77640,A,12,6470.0
8625,6745,2611055,53500.0,115928.0,,47304,A,24,1971.0
8625,6745,2610646,35420.0,169428.0,,47304,A,24,1971.0
7546,6535,2287847,3200.0,39422.5,,41952,A,12,3496.0
6434,6309,1899720,46967.0,89752.0,,110136,A,24,4589.0
10361,7119,3122295,36300.0,50031.5,,86880,A,12,7240.0
10266,7097,3094581,45940.0,58257.6,,75624,B,24,3151.0
9337,6903,2820470,1800.0,77776.7,,52128,A,24,2172.0
2705,5523,794127,4200.0,33951.2,,93888,A,36,2608.0
1993,5352,585622,10700.0,33668.4,,68400,B,12,5700.0
7753,6577,2350145,16000.0,43354.7,,51696,A,24,2154.0
7765,6578,2354019,2200.0,18627.1,,27984,A,12,2332.0
8982,6808,2716005,35000.0,112082.0,,227880,A,36,6330.0
11359,7305,3423277,18700.0,30304.0,,54024,A,12,4502.0
11042,7243,3324605,13400.0,48435.7,,217152,A,36,6032.0
9422,6921,2847211,10480.0,77041.9,,86184,A,12,7182.0
9472,6929,2862217,34904.0,88338.2,,36396,A,12,3033.0
5622,6150,1657710,12700.0,56291.7,,83016,A,12,6918.0
4337,5861,1267983,2700.0,33823.7,,51408,A,24,2142.0
4576,5918,1339430,5200.0,39293.6,SIPO,300204,A,36,8339.0
8625,6745,2610714,2200.0,113728.0,,47304,A,24,1971.0
3354,5657,983297,5400.0,15753.3,,4980,A,12,415.0
7401,6499,2242960,2736.0,53493.5,,80952,A,24,3373.0
1603,5285,471101,2500.0,35023.5,,78936,A,12,6578.0
1603,5285,470913,4900.0,30123.5,,78936,A,12,6578.0
10364,7121,3123219,720.0,61298.2,,21924,A,36,609.0
5120,6038,1501643,22897.0,39774.6,,323472,A,48,6739.0
2,4959,526,2736.0,57003.9,,80952,A,24,3373.0
5066,6027,1486976,100.0,16223.8,,61656,B,24,2569.0
8330,6699,2524953,300.0,28602.8,,7656,A,24,319.0
2062,5366,605881,10480.0,73483.5,,86184,A,12,7182.0
6034,6228,1779082,13643.0,28489.3,,464520,B,60,7742.0
5952,6216,1754816,11100.0,81329.4,,141240,A,24,5885.0
1888,5338,554867,15700.0,32061.1,,57360,B,12,4780.0
3674,5723,1075265,14170.0,88172.4,,23628,A,12,1969.0
3674,5723,1075048,9340.0,102342.0,,23628,A,12,1969.0
2167,5390,634565,6200.0,45929.5,,170256,A,24,7094.0
4320,5856,1263339,47100.0,51893.9,,51360,B,12,4280.0
8173,6678,2477294,6100.0,58448.1,,80340,A,12,6695.0
2419,5464,706325,6100.0,88235.5,,95808,A,12,7984.0
5428,6111,1599037,13025.0,33515.2,,174744,B,24,7281.0
5120,6038,1501846,6772.0,33002.6,,323472,A,48,6739.0
4825,5980,1415225,10700.0,28348.9,,21396,A,12,1783.0
1106,5176,323904,8700.0,34288.1,,192552,B,24,8023.0
3804,5750,1113760,8700.0,34032.0,,63252,A,12,5271.0
9833,6998,2968938,8100.0,60195.9,,97632,A,12,8136.0
8316,6694,2520645,8200.0,55015.5,,134784,A,24,5616.0
290,5032,86902,11160.0,55118.6,,123696,A,48,2577.0
8489,6725,2571739,4560.0,49080.0,,265320,A,36,7370.0
8564,6737,2592146,3000.0,50859.8,,76680,A,24,3195.0
7753,6577,2349767,36781.0,80135.7,,51696,A,24,2154.0
7769,6580,2355456,48596.0,98477.3,,196080,A,48,4085.0
8982,6808,2715878,2400.0,109682.0,,227880,A,36,6330.0
3637,5718,1064803,7200.0,53120.9,,14028,A,12,1169.0
5952,6216,1754627,11097.0,70232.4,,141240,A,24,5885.0
6273,6279,1852998,16031.0,31583.6,,87360,A,24,3640.0
6930,6407,2044925,16300.0,45461.1,,25944,A,24,1081.0
813,5130,237997,12300.0,39551.7,,24312,A,12,2026.0
3674,5723,1075488,15300.0,72872.4,,23628,A,12,1969.0
3249,5638,953012,5280.0,19489.0,,68124,A,12,5677.0
9640,6960,2910704,14821.0,33744.5,,76416,A,24,3184.0
8073,6650,2448630,21183.0,44039.2,,49320,B,12,4110.0
7957,6621,2412135,6607.0,44279.7,,42900,A,12,3575.0
7965,6624,2414897,17502.0,66392.6,,71460,A,12,5955.0
8566,6738,2593451,3000.0,42373.1,,230220,B,36,6395.0
8566,6738,2593569,26900.0,45373.1,,230220,B,36,6395.0
7546,6535,2288249,10900.0,28522.5,,41952,A,12,3496.0
10266,7097,3095000,31100.0,27157.6,,75624,B,24,3151.0
790,5126,232456,18900.0,51763.3,,208128,B,48,4336.0
3752,5740,1098284,1100.0,45030.2,,18564,A,12,1547.0
4462,5892,1306888,11700.0,17935.3,,66480,B,24,2770.0
8475,6721,2567633,2200.0,35762.9,,21072,A,24,878.0
6034,6228,1779215,3458.0,25031.3,,464520,B,60,7742.0
97,4986,30119,2640.0,27185.8,,102876,A,12,8573.0
2187,5398,640763,11100.0,35560.5,,53472,A,12,4456.0
10940,7226,3292367,6800.0,60393.7,,197748,A,36,5493.0
11021,7241,3318037,3600.0,58819.9,,168984,B,24,7041.0
11111,7259,3344852,2600.0,96544.5,,108144,A,36,3004.0
9591,6950,2895510,36120.0,77183.3,,104712,A,24,4363.0
9422,6921,2847215,21399.0,55642.9,,86184,A,12,7182.0
9640,6960,2910908,15700.0,49444.5,,76416,A,24,3184.0
5574,6137,1644361,13500.0,61989.3,,44628,A,12,3719.0
2419,5464,706539,54500.0,77958.5,,95808,A,12,7984.0
2419,5464,706230,44223.0,132458.0,,95808,A,12,7984.0
7957,6621,2412153,15687.0,99950.7,,42900,A,12,3575.0
8027,6642,2434776,6524.0,60990.2,,77640,A,12,6470.0
7957,6621,2412143,39984.0,84263.7,,42900,A,12,3575.0
7965,6624,2415313,14100.0,52292.6,,71460,A,12,5955.0
718,5117,211421,5200.0,10443.9,,76944,A,12,6412.0
8688,6753,2628088,13500.0,36442.2,,67980,A,12,5665.0
1978,5351,581613,15500.0,39586.0,,205200,A,36,5700.0
2322,5445,680558,29000.0,52611.3,,46320,A,24,1930.0
7907,6612,2397026,23618.0,33674.0,,97392,A,12,8116.0
7859,6599,2383503,6532.0,95052.0,,72120,A,12,6010.0
10320,7104,3110722,8300.0,31031.2,,259740,A,60,4329.0
5256,6072,1544664,24792.0,59258.4,,193968,A,36,5388.0
3804,5750,1113861,3600.0,30432.0,,63252,A,12,5271.0
5001,6015,1468261,3795.0,28401.4,,110112,A,24,4588.0
9828,6996,2967250,3900.0,54919.1,,126600,A,24,5275.0
2062,5366,605885,21399.0,52084.5,,86184,A,12,7182.0
3273,5643,960947,28100.0,25540.3,,94512,B,12,7876.0
6040,6229,1781623,200.0,28491.2,,11736,A,24,489.0
10663,7176,3213547,5100.0,29696.9,,260028,A,36,7223.0
4259,5836,1245199,19100.0,38215.9,,79632,A,24,3318.0
9513,6942,2874776,3120.0,23747.4,,18324,A,12,1527.0
5593,6144,1650433,17000.0,57135.5,,44376,A,12,3698.0
2762,5533,810229,7225.0,78815.6,,111384,A,24,4641.0
4414,5877,1291799,1400.0,37154.3,,97224,A,24,4051.0
10049,7046,3031689,4100.0,11123.4,,91632,A,12,7636.0
7607,6546,2305457,1800.0,42751.2,,31728,A,24,1322.0
6400,6303,1890880,20453.0,21474.4,,72408,B,24,3017.0
7824,6594,2373141,24668.0,48907.1,,189696,B,24,7904.0
19,4961,4607,2300.0,15086.2,,30276,B,12,2523.0
5270,6077,1549158,39100.0,66346.0,,79608,A,24,3317.0
9828,6996,2967393,3900.0,51019.1,,126600,A,24,5275.0
9897,7008,2989454,4600.0,20937.2,,36168,A,12,3014.0
11135,7262,3353226,2900.0,35325.0,,182628,A,36,5073.0
11141,7264,3354455,35609.0,96459.1,,44940,A,12,3745.0
7753,6577,2349994,5100.0,75035.7,,51696,A,24,2154.0
7769,6580,2355594,8497.0,89980.3,,196080,A,48,4085.0
5952,6216,1754624,17938.0,52294.4,,141240,A,24,5885.0
132,4996,40431,17699.0,51582.4,,88440,A,12,7370.0
3050,5595,894625,7500.0,44011.3,,82896,A,12,6908.0
6701,6356,1977983,15300.0,80906.7,,95400,A,36,2650.0
10973,7235,3302894,11400.0,33000.1,,154416,A,48,3217.0
2486,5479,726692,2700.0,74493.1,,24516,A,12,2043.0
8073,6650,2448628,11804.0,55843.2,,49320,B,12,4110.0
8625,6745,2611056,43600.0,70127.8,,47304,A,24,1971.0
7926,6613,2402564,32855.0,98881.3,,84120,A,24,3505.0
7907,6612,2397224,1300.0,34974.0,,97392,A,12,8116.0
1801,5316,528080,10900.0,17831.2,,165960,A,36,4610.0
4851,5988,1424107,8700.0,22590.5,,141648,A,24,5902.0
6472,6315,1910698,29000.0,60143.8,,43164,A,12,3597.0
666,5103,196499,1100.0,55383.9,,12540,A,12,1045.0
347,5045,102018,16892.0,66874.5,,187224,B,24,7801.0
5927,6210,1747424,5067.0,6749.1,,87216,B,48,1817.0
7123,6456,2102659,45943.0,55309.2,,47016,A,12,3918.0
816,5131,238779,34434.0,97758.7,,48624,A,24,2026.0
11013,7240,3315161,19300.0,64131.1,,274740,A,60,4579.0
9422,6921,2847213,15346.0,40296.9,,86184,A,12,7182.0
1762,5310,515680,3400.0,24732.1,,248148,A,36,6893.0
8127,6667,2464044,41037.0,90461.4,,155880,A,24,6495.0
1012,5161,297001,12400.0,48233.2,,98184,A,24,4091.0
7424,6502,2248905,34000.0,54479.2,,30276,A,12,2523.0
7824,6594,2372924,23612.0,72519.1,,189696,B,24,7904.0
10364,7121,3123213,5160.0,56138.2,,21924,A,36,609.0
5256,6072,1544667,20306.0,79564.4,,193968,A,36,5388.0
25,4962,6471,34000.0,57198.8,,30276,A,12,2523.0
4937,6004,1450097,20105.0,52999.4,,143904,A,24,5996.0
9307,6895,2810382,8700.0,41706.1,,41904,A,12,3492.0
3754,5741,1099070,10800.0,33031.0,,68544,A,24,2856.0
2018,5358,593016,2000.0,15217.8,,38520,A,12,3210.0
6555,6336,1935614,4600.0,77947.7,,212400,A,36,5900.0
5033,6019,1476791,200.0,17809.5,,11400,A,12,950.0
5066,6027,1486573,45933.0,62156.8,,61656,B,24,2569.0
9828,6996,2967391,1800.0,49219.1,,126600,A,24,5275.0
11362,7308,3424291,1800.0,16366.5,,129408,A,24,5392.0
3637,5718,1064733,1920.0,51200.9,,14028,A,12,1169.0
132,4996,40563,12900.0,38682.4,,88440,A,12,7370.0
7123,6456,2102650,32116.0,87425.2,,47016,A,12,3918.0
3674,5723,1075051,12958.0,85830.4,,23628,A,12,1969.0
10940,7226,3292588,12400.0,47993.7,,197748,A,36,5493.0
10411,7130,3136812,6494.0,48307.8,,123408,A,24,5142.0
5428,6111,1598909,9500.0,24015.2,,174744,B,24,7281.0
4415,5878,1292296,7300.0,39711.1,,74040,A,12,6170.0
8625,6745,2610916,13200.0,56927.8,,47304,A,24,1971.0
9337,6903,2820594,13400.0,64376.7,,52128,A,24,2172.0
5270,6077,1548921,9253.0,57093.0,,79608,A,24,3317.0
4448,5887,1302687,64800.0,68352.0,,192744,A,36,5354.0
4448,5887,1302358,39821.0,133152.0,,192744,A,36,5354.0
3489,5693,1022376,2640.0,46728.8,,44088,A,24,1837.0
7815,6589,2369950,5252.0,52910.5,,189696,A,24,7904.0
176,5005,53067,36169.0,59306.8,,27456,A,12,2288.0
10738,7192,3235837,11900.0,42527.0,,115992,A,36,3222.0
4727,5959,1387341,11100.0,49148.9,,107640,A,24,4485.0
11111,7259,3345145,41400.0,69368.5,,108144,A,36,3004.0
11111,7259,3344758,14224.0,110768.0,,108144,A,36,3004.0
9591,6950,2895517,46029.0,123212.0,,104712,A,24,4363.0
9591,6950,2895908,34100.0,89112.3,,104712,A,24,4363.0
10364,7121,3123349,5000.0,51138.2,,21924,A,36,609.0
1012,5161,296897,8100.0,40133.2,,98184,A,24,4091.0
2762,5533,810309,4100.0,74715.6,,111384,A,24,4641.0
7445,6509,2256578,5200.0,12004.7,,55368,A,24,2307.0
7418,6501,2247267,7200.0,7284.7,,30276,B,12,2523.0
5215,6064,1531396,1400.0,56986.3,,14628,A,12,1219.0
19,4961,4833,7200.0,7886.2,,30276,B,12,2523.0
9403,6919,2841143,14735.0,36567.8,,120888,A,36,3358.0
2962,5576,869828,1900.0,29767.6,,31248,A,12,2604.0
3489,5693,1022474,8100.0,38628.8,,44088,A,24,1837.0
347,5045,102206,10900.0,55974.5,,187224,B,24,7801.0
2187,5398,640610,43118.0,78678.5,,53472,A,12,4456.0
6034,6228,1779429,1200.0,23831.3,,464520,B,60,7742.0
11065,7249,3331864,6300.0,21170.4,,69360,A,48,1445.0
10973,7235,3302670,15020.0,48020.1,,154416,A,48,3217.0
9472,6929,2862410,13253.0,75085.2,,36396,A,12,3033.0
9656,6965,2915604,4300.0,52198.7,,139536,A,24,5814.0
5481,6120,1614364,20000.0,46801.7,,209184,A,48,4358.0
2343,5449,686343,1600.0,42522.9,,99336,A,24,4139.0
2486,5479,726764,20464.0,54029.1,,24516,A,12,2043.0
718,5117,211663,21400.0,31843.9,,76944,A,12,6412.0
2116,5377,619902,13500.0,32370.2,,92400,A,12,7700.0
6440,6310,1901474,3500.0,22824.5,,34572,A,12,2881.0
6434,6309,1899992,33900.0,55852.0,,110136,A,24,4589.0
5228,6066,1535079,21844.0,75352.9,,173808,A,24,7242.0
5650,6157,1666195,9200.0,45532.4,,98592,A,24,4108.0
9337,6903,2820276,8055.0,72431.7,,52128,A,24,2172.0
9199,6865,2779670,10220.0,11665.1,,29448,B,12,2454.0
7765,6578,2353943,14080.0,38207.1,,27984,A,12,2332.0
8982,6808,2715876,4200.0,105482.0,,227880,A,36,6330.0
3064,5599,899014,900.0,48450.3,,15420,A,12,1285.0
7123,6456,2102748,3000.0,84425.2,,47016,A,12,3918.0
816,5131,239179,16800.0,127577.0,,48624,A,24,2026.0
816,5131,238783,46618.0,144377.0,,48624,A,24,2026.0
9656,6965,2915188,40185.0,92383.7,,139536,A,24,5814.0
3229,5634,947319,46652.0,80982.9,,39024,A,12,3252.0
3834,5754,1122607,3600.0,19582.0,,23052,A,12,1921.0
8159,6676,2473036,4200.0,30212.8,,29784,A,24,1241.0
4476,5897,1310956,3400.0,26361.8,,15192,A,24,633.0
8051,6647,2442524,9206.0,25869.7,,208320,A,48,4340.0
2762,5533,810731,13200.0,61515.6,,111384,A,24,4641.0
8688,6753,2628039,1200.0,35242.2,,67980,A,12,5665.0
8742,6758,2644109,14700.0,40394.4,,33144,A,12,2762.0
7424,6502,2248614,30931.0,85410.2,,30276,A,12,2523.0
7815,6589,2370306,6700.0,46210.5,,189696,A,24,7904.0
25,4962,6180,30931.0,88129.8,,30276,A,12,2523.0
5774,6185,1703362,10800.0,33702.8,,31176,A,24,1299.0
6473,6316,1910852,43638.0,120250.0,,76908,B,12,6409.0
6555,6336,1935547,25630.0,103578.0,,212400,A,36,5900.0
6473,6316,1911203,51400.0,68850.0,,76908,B,12,6409.0
4462,5892,1306814,14400.0,3535.3,,66480,B,24,2770.0
290,5032,86899,18130.0,36988.6,,123696,A,48,2577.0
8982,6808,2715664,18322.0,123804.0,,227880,A,36,6330.0
8982,6808,2716006,62300.0,61503.8,,227880,A,36,6330.0
5952,6216,1754692,5400.0,46894.4,,141240,A,24,5885.0
1888,5338,554769,19126.0,12935.1,,57360,B,12,4780.0
1888,5338,554641,5200.0,7735.1,,57360,B,12,4780.0
7123,6456,2102649,38494.0,122919.0,,47016,A,12,3918.0
7133,6460,2107134,1300.0,18451.5,,48672,A,36,1352.0
7123,6456,2103072,15400.0,107519.0,,47016,A,12,3918.0
10911,7220,3284288,19289.0,25226.4,,131292,A,36,3647.0
4259,5836,1244863,3900.0,34315.9,,79632,A,24,3318.0
11111,7259,3345146,15900.0,53468.5,,108144,A,36,3004.0
10973,7235,3303036,13900.0,34120.1,,154416,A,48,3217.0
3329,5651,976952,1100.0,32078.5,,19248,A,12,1604.0
9591,6950,2895909,33900.0,55212.3,,104712,A,24,4363.0
1843,5325,541806,2300.0,28925.0,,105804,A,36,2939.0
4320,5856,1263170,19977.0,71870.9,,51360,B,12,4280.0
5574,6137,1644459,16000.0,45989.3,,44628,A,12,3719.0
5622,6150,1657282,7200.0,49091.7,,83016,A,12,6918.0
4337,5861,1268213,7500.0,41323.7,,51408,A,24,2142.0
7957,6621,2412475,34100.0,65850.7,,42900,A,12,3575.0
7424,6502,2248846,11400.0,74010.2,,30276,A,12,2523.0
10361,7119,3122214,15675.0,34356.5,,86880,A,12,7240.0
25,4962,6412,11400.0,76729.8,,30276,A,12,2523.0
4851,5988,1424166,2000.0,24590.5,,141648,A,24,5902.0
9337,6903,2820279,34871.0,107303.0,,52128,A,24,2172.0
9236,6876,2789623,8300.0,75063.2,,86616,A,12,7218.0
2962,5576,869757,30042.0,59809.6,,31248,A,12,2604.0
3747,5739,1096457,4200.0,3752.5,,76380,A,12,6365.0
9828,6996,2967521,21500.0,27719.1,,126600,A,24,5275.0
7815,6589,2369944,9361.0,55571.5,,189696,A,24,7904.0
5891,6202,1736784,20644.0,67855.2,,65184,A,12,5432.0
176,5005,53068,30326.0,89632.8,,27456,A,12,2288.0
97,4986,30173,2600.0,29785.8,,102876,A,12,8573.0
1527,5269,449292,23600.0,53457.5,,164052,B,36,4557.0
825,5134,241577,1100.0,29712.7,,53076,A,12,4423.0
1166,5189,344132,9700.0,36473.3,,149040,A,48,3105.0
11013,7240,3315026,13800.0,50331.1,,274740,A,60,4579.0
9422,6921,2847323,3700.0,36596.9,,86184,A,12,7182.0
10411,7130,3136817,36521.0,101289.0,,123408,A,24,5142.0
8127,6667,2464416,20500.0,69961.4,,155880,A,24,6495.0
2762,5533,810234,47422.0,108938.0,,111384,A,24,4641.0
8039,6644,2438539,14400.0,43935.7,,93600,A,24,3900.0
8041,6645,2438924,13663.0,85096.2,,140400,A,36,3900.0
2762,5533,810584,8400.0,100538.0,,111384,A,24,4641.0
5256,6072,1544734,6200.0,73364.4,,193968,A,36,5388.0
4894,5997,1437127,5900.0,60567.3,,117024,A,24,4876.0
4937,6004,1450577,11700.0,41299.4,,143904,A,24,5996.0
9263,6887,2797213,6500.0,22694.4,,39576,A,12,3298.0
1106,5176,323905,7200.0,27088.1,,192552,B,24,8023.0
2962,5576,869752,14895.0,74704.6,,31248,A,12,2604.0
2062,5366,605993,3700.0,33038.5,,86184,A,12,7182.0
2227,5413,651809,30.0,38126.4,SLUZBY,92976,A,24,3874.0
2227,5413,651758,12600.0,25526.4,,92976,A,24,3874.0
1843,5325,3591401,125.4,29050.5,UROK,105804,A,36,2939.0
1888,5338,3592753,160.3,7895.5,UROK,57360,B,12,4780.0
2705,5523,3620003,143.4,34094.6,UROK,93888,A,36,2608.0
2694,5519,3619594,244.4,60234.1,UROK,91632,A,12,7636.0
7123,6456,3680304,151.0,107670.0,UROK,47016,A,12,3918.0
6555,6336,3677074,393.6,103971.0,UROK,212400,A,36,5900.0
6701,6356,3677773,370.9,81277.7,UROK,95400,A,36,2650.0
1012,5161,3681378,199.2,40530.2,UROK,98184,A,24,4091.0
6609,6342,3677236,0.1,206.8,SANKC. UROK,60156,B,36,1671.0
6609,6342,3677235,5.9,206.8,UROK,60156,B,36,1671.0
5927,6210,3682315,0.2,6825.1,SANKC. UROK,87216,B,48,1817.0
6434,6309,3676455,263.7,56115.7,UROK,110136,A,24,4589.0
7133,6460,3680415,71.1,18522.5,UROK,48672,A,36,1352.0
5927,6210,3682314,39.8,6788.9,UROK,87216,B,48,1817.0
6425,6306,3676318,88.3,18226.9,UROK,36684,A,12,3057.0
7418,6501,3682493,0.1,7360.0,SANKC. UROK,30276,B,12,2523.0
9814,6995,3682819,265.4,55641.1,UROK,96168,A,12,8014.0
7418,6501,3682492,28.6,7360.0,UROK,30276,B,12,2523.0
6118,6244,3682408,105.5,34490.7,UROK,270648,B,36,7518.0
6273,6279,3675387,206.3,36489.9,UROK,87360,A,24,3640.0
5774,6185,3672911,159.6,33862.4,UROK,31176,A,24,1299.0
6930,6407,3678975,197.5,45658.6,UROK,25944,A,24,1081.0
6148,6253,3674617,351.4,89363.8,UROK,59760,A,24,2490.0
